,object_number,acquisition.method,title,description,institution.name,creator,creator.role,production.place,production.period,production.date.start,production.date.end,material,material.part,technique,technique.part,dimension.notes,dimension.unit,dimension.part,dimension.precision,dimension.type,dimension.free,dimension.value,acquisition.date,acquisition.method
9585,N.02170.3-3,aanwinst,"Prijspenning Academie voor Schone Kunsten te Gent, (1829)","Vz.Hoofd van Willem I naar links; onder de afsnede van de hals, BRAEMT. F.; rondom, GVILIELMVS I. – BELGARVM REX en een geprofileerde boord.Kz.ACAD.REG. / BONIS ARTIBUS / DOCENDIS PROMOVENDIS / RENUMERANDIS / GANDAVI / INSTITUTA. binnen een krans van twee lauriertakken; op iedere tak bevinden zich vijf rozetten, en op het snijpunt van de takken onderaan en tussen de uiteinden van de krans bovenaan telkens één; rondom, een geprofileerde boord.",STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1829,1829,zilver,,,,,mm,,,diameter,,46.5,,aanwinst
9590,N.02178,aanwinst,"Prijspenning aan Aimé Cassiers op de Provinciale tentoonstelling te Gent, 1889","Vz.Hoofd naar rechts van Koning Leopold II met rondom, langs de geprofileerde rand, LEOPOLD II (links) KONING DER BELGEN (rechts).Kz.In een open krans van ineengestrengelde laurier- en eikentakken, onderaan samengebonden, staat ingegraveerd, HOOGSTE ONDERSCHEIDING (gebogen) / --><-- / AIMÉ CASSIERS / ----- en onder de krans, J. HEYSE, F. en buiten de krans, tussen een parelcirkel en de geprofileerde buitenrand, bovenaan, INTERNATIONALE TENTOONSTELLING en onderaan GENT 1889 met ervoor en erachter een bloemetje.",STAM (Gent),"Heyse, J.",ontwerper,Gent,19de eeuw,1889,1889,koper,,verguld,,,mm,,,diameter,,60.3,,aanwinst
9599,N.02185.2-2,aanwinst,"Prijspenning Sint-Lucasschool Heilige Thomas, z.d.","Vz.In het midden zit de heilige Thomas op één knie lichtjes naar links gewend, hij heeft een aureool en in zijn linkerhand een winkelhaak terwijl hij met zijn rechterhand wijst naar gebouwen links bovenaan, en met op een banderol in gotisch schrift rechts, TORIBUS TUIS COELESTE PALATIUM en links, ARTEMIRANDA STRUIS CONDUC ; rond de afbeeldingen zijn neogotische versieringen en rondom is een verhoogde rand.Kz.Verdiept spiegelbeeld van de voorzijde.",STAM (Gent),Bourdon,ontwerper,Gent,19de eeuw,1884,1884,zilver,,,,,mm,,,diameter,,53.3,,aanwinst
9606,N.02192,aanwinst,"Prijspenning Sint-Lucasschool aan Frans Coppejans, 1887","Voor- en keerzijde zijn twee aparte plaatjes samengevoegd in een ring.Vz.Rechts bovenaan verschijnt in een ovaal de heilige maagd Maria met aureool in vooraanzicht met het kind Jezus op haar schoot en omgeven door stralen ; links zit de heilige Lucas op een bankje naar rechts gekeerd, hij heeft eveneens een aureool en schildert met zijn rechterhand op een paneel de afbeelding van de verschijning terwijl hij een palet in zijn linkerhand houdt ; rechts aan zijn voeten ligt een gevleugelde os en staat op een banderol in gotisch geschrift, SANCTUS LUCAS ; rond de afbeeldingen zijn neogotische versieringen en rondom is een verhoogde rand.Kz.Ingegraveerd, Sint Lucasschool Gent (rondom bovenaan) / Iaar I886 – 87 / Afdeeling der Schilderkunst / 6de Iaar 2de Prijs / Mr. Frans Coppejans (rondom onderaan)",STAM (Gent),Bourdon,ontwerper,Gent,19de eeuw,1887,1887,zilver,,,,,mm,,,hoogte,,98,,aanwinst
9612,N.02198.1-2,aanwinst,"Gedenkpenning van het zangfeest te Gent van het Vlaams-Duits zangverbond, 1847","Vz.Links staat een gelauwerde man met baard met een harp op de grond staande die hij met zijn rechterhand vasthoudt en rechts van hem staat een gelauwerde vrouw met haar linkerhand een lier ; links van deze personen een zicht op de stad Keulen en rechts op de stad Gent met de drie torens en een trein ; onderaan onder de horizontaal gestreepte afsnede staat het gekroonde Belgische wapenschild bovenop eiken- en palmtakken en met een banderol met het verdiepte opschrift, UNION FAIT LA FORCE en met rondom bovenaan, langs de geprofileerde rand, VLAEMSCH-DUITSCH ZANGVERBOND en op de zijkant van de harp, BRAEMT INV. ET FECIT. Kz.Bovenaan een lier bovenop een lauwertak (links) en een eikentak (recht) en met daaronder, EERSTE VERJARINGSFEEST / GEVIERD TE GENT / OP DEN / XXVII=XXVIII JUNY / M D CCC XLVII . daaronder het gekroonde Gentse wapenschild bovenop twee gekruiste vlaggen en bazuinen en met eronder op een banderol, S.P.Q.G. en rondom een geprofileerde rand.",STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1847,1847,brons,,,,,mm,,,hoogte,,68.7,,aanwinst
9613,N.02198.2-2,aanwinst,"Gedenkpenning van het zangfeest te Gent van het Vlaams-Duits zangverbond, 1847","Vz.Links staat een gelauwerde man met baard met een harp op de grond staande die hij met zijn rechterhand vasthoudt en rechts van hem staat een gelauwerde vrouw met haar linkerhand een lier ; links van deze personen een zicht op de stad Keulen en rechts op de stad Gent met de drie torens en een trein ; onderaan onder de horizontaal gestreepte afsnede staat het gekroonde Belgische wapenschild bovenop eiken- en palmtakken en met een banderol met het verdiepte opschrift, UNION FAIT LA FORCE en met rondom bovenaan, langs de geprofileerde rand, VLAEMSCH-DUITSCH ZANGVERBOND en op de zijkant van de harp, BRAEMT INV. ET FECIT. Kz.Bovenaan een lier bovenop een lauwertak (links) en een eikentak (recht) en met daaronder, EERSTE VERJARINGSFEEST / GEVIERD TE GENT / OP DEN / XXVII=XXVIII JUNY / M D CCC XLVII . daaronder het gekroonde Gentse wapenschild bovenop twee gekruiste vlaggen en bazuinen en met eronder op een banderol, S.P.Q.G. en rondom een geprofileerde rand.",STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1847,1847,brons,,,,,mm,,,hoogte,,68.7,,aanwinst
9616,N.02201.2-4,aanwinst,"Prijspenning Automobielclub des Flandres , 1910","Vz.Twee wagens rijden naar rechts met links een boom en op de achtergrond een landschap ; onderaan links ingeslagen, GAND / J.JOORISKz.Twee wapenschilden staan onderaan schuin tegen elkaar, bovenop een stralende zon en met erboven één gezamenlijke kroon ; eronder gebogen, AVTOMOBILE CLVB , horizontaal, DES / FLANDRES ; onderaan op de afsnede gegraveerd :1/4 : Voitures de réclame / 2e Prix / Gand 8 mai I9I02/4 : Camions / 2e prix / Gand, 8 mai I9I03/4 : Voitures de réclame / 3e Prix / Gand 8 mai I9I04/4 : Camions / 3e prix / Gand, 8 mai I9I0",STAM (Gent),"Jooris, Jules",ontwerper,Gent,20ste eeuw,1910,1910,zilver,,,,,mm,,,hoogte,,38.2,,aanwinst
9618,N.02201.4-4,aanwinst,"Prijspenning Automobielclub des Flandres , 1910","Vz.Twee wagens rijden naar rechts met links een boom en op de achtergrond een landschap ; onderaan links ingeslagen, GAND / J.JOORISKz.Twee wapenschilden staan onderaan schuin tegen elkaar, bovenop een stralende zon en met erboven één gezamenlijke kroon ; eronder gebogen, AVTOMOBILE CLVB , horizontaal, DES / FLANDRES ; onderaan op de afsnede gegraveerd :1/4 : Voitures de réclame / 2e Prix / Gand 8 mai I9I02/4 : Camions / 2e prix / Gand, 8 mai I9I03/4 : Voitures de réclame / 3e Prix / Gand 8 mai I9I04/4 : Camions / 3e prix / Gand, 8 mai I9I0",STAM (Gent),"Jooris, Jules",ontwerper,Gent,20ste eeuw,1910,1910,brons,,,,,mm,,,hoogte,,38.2,,aanwinst
9624,N.02206.1-4,aanwinst,"Plaket Stad Gent voor verdienste Eerste Wereldoorlog, 1918","Vz.Rechts staat de maagd van Gent naar links met het Gentse wapenschild in haar linkerhand terwijl ze met haar rechterhand een bloemenkorf aanneemt van een meisje dat voor haar staat ; links uit de wolken komt een vredesduif ; rechts onderaan bloemen en een banderol met de leuze, FIDES ET AMOR ; in het midden voor de voeten van het meisje verdiept, Geo Verbanck en onderaan op de afsnede, GENT 1914=1918 GAND Kz.Een lauriertak deelt het veld verticaal in twee met links ervan, DE STAD / GENT / sierkrul UIT sierkrul / ERKENTE- / LIJKHEID / AAN ; rechts ervan, LA VILLE / DE / GAND / versiering / RECONNAIS- / SANTE / A ; onder deze tekst op een verbreding van de lauriertak staat een rechthoekig veld voor gravure.",STAM (Gent),"Verbanck, Geo",ontwerper,Gent,20ste eeuw,1918,1918,brons,,,,,mm,,,hoogte,,66.3,,aanwinst
9625,N.02206.2-4,aanwinst,"Plaket Stad Gent voor verdienste Eerste Wereldoorlog, 1918","Vz.Rechts staat de maagd van Gent naar links met het Gentse wapenschild in haar linkerhand terwijl ze met haar rechterhand een bloemenkorf aanneemt van een meisje dat voor haar staat ; links uit de wolken komt een vredesduif ; rechts onderaan bloemen en een banderol met de leuze, FIDES ET AMOR ; in het midden voor de voeten van het meisje verdiept, Geo Verbanck en onderaan op de afsnede, GENT 1914=1918 GAND Kz.Een lauriertak deelt het veld verticaal in twee met links ervan, DE STAD / GENT / sierkrul UIT sierkrul / ERKENTE- / LIJKHEID / AAN ; rechts ervan, LA VILLE / DE / GAND / versiering / RECONNAIS- / SANTE / A ; onder deze tekst op een verbreding van de lauriertak staat een rechthoekig veld voor gravure.",STAM (Gent),"Verbanck, Geo",ontwerper,Gent,20ste eeuw,1918,1918,brons,,,,,mm,,,hoogte,,66.3,,aanwinst
9626,N.02206.3-4,aanwinst,"Plaket Stad Gent voor verdienste Eerste Wereldoorlog, 1918","Vz.Rechts staat de maagd van Gent naar links met het Gentse wapenschild in haar linkerhand terwijl ze met haar rechterhand een bloemenkorf aanneemt van een meisje dat voor haar staat ; links uit de wolken komt een vredesduif ; rechts onderaan bloemen en een banderol met de leuze, FIDES ET AMOR ; in het midden voor de voeten van het meisje verdiept, Geo Verbanck en onderaan op de afsnede, GENT 1914=1918 GAND Kz.Een lauriertak deelt het veld verticaal in twee met links ervan, DE STAD / GENT / sierkrul UIT sierkrul / ERKENTE- / LIJKHEID / AAN ; rechts ervan, LA VILLE / DE / GAND / versiering / RECONNAIS- / SANTE / A ; onder deze tekst op een verbreding van de lauriertak staat een rechthoekig veld voor gravure.",STAM (Gent),"Verbanck, Geo",ontwerper,Gent,20ste eeuw,1918,1918,brons,,,,,mm,,,hoogte,,66.3,,aanwinst
9627,N.02206.4-4,aanwinst,"Plaket Stad Gent voor verdienste Eerste Wereldoorlog, 1918","Vz.Rechts staat de maagd van Gent naar links met het Gentse wapenschild in haar linkerhand terwijl ze met haar rechterhand een bloemenkorf aanneemt van een meisje dat voor haar staat ; links uit de wolken komt een vredesduif ; rechts onderaan bloemen en een banderol met de leuze, FIDES ET AMOR ; in het midden voor de voeten van het meisje verdiept, Geo Verbanck en onderaan op de afsnede, GENT 1914=1918 GAND Kz.Een lauriertak deelt het veld verticaal in twee met links ervan, DE STAD / GENT / sierkrul UIT sierkrul / ERKENTE- / LIJKHEID / AAN ; rechts ervan, LA VILLE / DE / GAND / versiering / RECONNAIS- / SANTE / A ; onder deze tekst op een verbreding van de lauriertak staat een rechthoekig veld voor gravure.",STAM (Gent),"Verbanck, Geo",ontwerper,Gent,20ste eeuw,1918,1918,brons,,,,,mm,,,hoogte,,66.3,,aanwinst
9628,N.02208,aanwinst,"Stadsmedaille met de Maagd van Gent, z.d.","Vz.Een vrouw staat ten halve lijve naar links gewend, ze is gekleed in Middeleeuwse kledij en draagt een hoge gedrapeerde hoed met twee punten ; ze kijkt naar links naar het Gentse wapenschild dat ze met haar rechterhand rechtop houdt ; haar linkerarm rust op de afsnede met twee banderollen met GENT en GAND en bloemmotieven ; op de achtergrond staat links de Sint-Baafskathedraal en rechts het Belfort ; links langs de rand verdiept, Floris de CuyperKz.Rondom een banderol omwikkeld met een bloemenkrans en met bovenaan het Gentse wapenschild ; op de banderol, DE STAD GENT  LA VILLE DE GAND ; onderaan langs een dun randje, Floris de Cuyper ; in het midden een leeg veld voor gravure.",STAM (Gent),"De Cuyper, Floris",ontwerper,Gent,19de eeuw,1800,1999,brons,,,,,mm,,,diameter,,68.6,,aanwinst
9635,N.02052,aanwinst,"Gedenkpenning eerstesteenlegging van de Sint-Pietersabdijkerk, 1629","Vz.De buste van de apostel Petrus staat naar rechts met rondom, tussen een verhoogde cirkel en de buitenrand versierd met een draaiversiering, • ÆDIFICABO •ECCLESIAM • MEAM • + • SVPER • HANC • PETRAM Kz.Een vooraanzicht van de abdijkerk met eronder, • AN•MD•CXXIX en met rondom, tussen een verhoogde cirkel en de buitenrand versierd met een draaiversiering, • IOACHIM • ARSENIVS • ABB • S • PETRIIVXTA • GAND • IN • MONTE • BLAND",STAM (Gent),"Kavelinckx, JanJoris",ontwerper,Gent,,1629,1629,brons,,,,,mm,,,diameter,,60.8,,aanwinst
9654,N.02222.01-11,aanwinst,"gedenkpenning : soc. reg. agricult. et Botan, Gent",,STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1800,1899,metaal,,,,,cm,,,diameter,,3.7,,aanwinst
9655,N.02225,aanwinst,"Prijspenning van Emiel Vremdt van de Maatschappij ter bevordering van Nijverheid en Wetenschappen, 1909","Vz.In het midden een rechtstaande gekroonde fakkel met rechts ervan een buste omgeven door stralen en links een bijenkorf, tandwiel en een boek ; rondom op een verhoogde boord, KONINKLIJKE MAATSCHAPPIJ , op de afsnede, TER BEVORDERING VAN / NIJVERHEID EN / WETENSCHAPPEN / GENT ; onderaan rechts langs de verhoogde rand, INV. A• BOEKAERTKz.Links van onder naar boven een lauriertak onderaan omwikkeld met een banderol met erbovenop het Gentse wapenschild ; op de banderol de leuze, HOU ENDE TROU en rechts ervan ingegraveerd, PRIJSKAMP (rondom) / 1909 / DRAAIWERK / SIERAADSTUK / GEDRAAID IN HOUT / Vremdt Emiel / IE PRIJS / GENT; onderaan langs een kleine rand, JULES JOORIS / REDUCTEUR GAND",STAM (Gent),"Boekaert, A.",ontwerper,Gent,20ste eeuw,1909,1909,,,verguld,,,mm,,,diameter,,51,,aanwinst
9656,N.02222.02-11,aanwinst,"gedenkpenning : soc. reg. agricult. et Botan, Gent",,STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1800,1899,metaal,,,,,cm,,,diameter,,3.7,,aanwinst
9657,N.02222.03-11,aanwinst,"gedenkpenning : soc. reg. agricult. et Botan, Gent",,STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1800,1899,metaal,,,,,cm,,,diameter,,3.7,,aanwinst
9658,N.02222.04-11,aanwinst,"gedenkpenning : soc. reg. agricult. et Botan, Gent",,STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1800,1899,metaal,,,,,cm,,,diameter,,3.7,,aanwinst
9659,N.02222.05-11,aanwinst,"gedenkpenning : soc. reg. agricult. et Botan, Gent",,STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1800,1899,metaal,,,,,cm,,,diameter,,3.8,,aanwinst
9662,N.02222.08-11,aanwinst,"gedenkpenning : soc. reg. agricult. et Botan, Gent",,STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1800,1899,metaal,,,,,cm,,,diameter,,4.2,,aanwinst
9663,N.02222.09-11,aanwinst,"gedenkpenning : soc. reg. agricult. et Botan, Gent",,STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1800,1899,metaal,,,,,cm,,,diameter,,4.2,,aanwinst
9664,N.02222.11-11,aanwinst,"gedenkpenning : soc. reg. agricult. et Botan, Gent (met draagring)",,STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1800,1899,metaal,,,,,cm,,,diameter,,4.2,,aanwinst
9665,N.02224,aanwinst,"Prijspenning Busschieters van Sint-Antonius, (1855)","Vz.Een ruitvormig wapenschild met twee gekruiste geweren, bovenaan een kroon en links en rechts een leeuw, staat bovenop gekruiste geweren, vlaggen, bovenaan een doelschijf, links een eiken- en rechts een lauriertak en onderaan een banderol met de leuze, ELC MEYT DANGIER. ; onderaan langs de verhoogde rand, BRAEMT F. Kz.Rondom tussen de geprofileerde rand en een versiering van afgewisseld bloemen een cilinders,? SOUVEREIN HOOFD=GILDE DER BUSSCHIETERS OPGERIGT TE GENT DEN 16 JANUARY 1488. Met in het midden een open middenveld met de gravure.",STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,,1855,1855,brons,,,,,mm,,,diameter,,50.2,,aanwinst
9667,N.02228,aanwinst,"Prijspenning van de Gentse Academie voor Schone Kunsten, 1804","Vz.Gelauwerd hoofd van Napoleon naar rechts; onder de afsnede van de hals, JEUFFROY FECIT / DENON DIREXIT; rondom, een geprofileerde rand.Kz.Effen veld, omgeven door een krans van twee lauriertakken die onderaan door middel van een ringetje samengehouden worden; rondom, een geprofileerde rand; in het veld is “ACAD : / DE / GAND / AN XII.” gegraveerd.",STAM (Gent),"Jeuffroy, Romain-Vincent",ontwerper,Gent,,1804,1804,zilver,,,,,mm,,,diameter,,40.8,,aanwinst
9668,N.02227.1-4,aanwinst,"Gedenkpenning Gewestelijke landbouwwedstrijd te Gent, 1908","Vz.Een vrouw met lang gewaad staat een kwart naar links gewend en houdt een bussel graanhalmen in haar linkerarm en een lauriertak in haar vooruitgestoken rechterhand ; op de achtergrond een panorama van een dorp en links en rechts vee ; onderaan links, GENT en rechts I908 en rechts langs de rand, HIPP. LEROYKz.Links langs de rand van beneden naar boven een eikentak met vruchten en rechts een kleinere lauriertak met erboven, GEWESTELIJKE / LANDBOUW / WEDSTRIJD / GENT 1908 en rechts onderaan langs de rand, H.L",STAM (Gent),"Le Roy, Hippolyte",ontwerper,Gent,20ste eeuw,1908,1908,brons,,,,,mm,,,hoogte,,78,,aanwinst
9670,N.02227.2-4,aanwinst,"Gedenkpenning Gewestelijke landbouwwedstrijd te Gent, 1908","Vz.Een vrouw met lang gewaad staat een kwart naar links gewend en houdt een bussel graanhalmen in haar linkerarm en een lauriertak in haar vooruitgestoken rechterhand ; op de achtergrond een panorama van een dorp en links en rechts vee ; onderaan links, GENT en rechts I908 en rechts langs de rand, HIPP. LEROYKz.Links langs de rand van beneden naar boven een eikentak met vruchten en rechts een kleinere lauriertak met erboven, GEWESTELIJKE / LANDBOUW / WEDSTRIJD / GENT 1908 en rechts onderaan langs de rand, H.L",STAM (Gent),"Le Roy, Hippolyte",ontwerper,Gent,20ste eeuw,1908,1908,brons,,,,,mm,,,hoogte,,78,,aanwinst
9671,N.02227.3-4,aanwinst,"Gedenkpenning Gewestelijke landbouwwedstrijd te Gent, 1908","Vz.Een vrouw met lang gewaad staat een kwart naar links gewend en houdt een bussel graanhalmen in haar linkerarm en een lauriertak in haar vooruitgestoken rechterhand ; op de achtergrond een panorama van een dorp en links en rechts vee ; onderaan links, GENT en rechts I908 en rechts langs de rand, HIPP. LEROYKz.Links langs de rand van beneden naar boven een eikentak met vruchten en rechts een kleinere lauriertak met erboven, GEWESTELIJKE / LANDBOUW / WEDSTRIJD / GENT 1908 en rechts onderaan langs de rand, H.L",STAM (Gent),"Le Roy, Hippolyte",ontwerper,Gent,20ste eeuw,1908,1908,brons,,,,,mm,,,hoogte,,78,,aanwinst
9672,N.02227.4-4,aanwinst,"Gedenkpenning Gewestelijke landbouwwedstrijd te Gent, 1908","Vz.Een vrouw met lang gewaad staat een kwart naar links gewend en houdt een bussel graanhalmen in haar linkerarm en een lauriertak in haar vooruitgestoken rechterhand ; op de achtergrond een panorama van een dorp en links en rechts vee ; onderaan links, GENT en rechts I908 en rechts langs de rand, HIPP. LEROYKz.Links langs de rand van beneden naar boven een eikentak met vruchten en rechts een kleinere lauriertak met erboven, GEWESTELIJKE / LANDBOUW / WEDSTRIJD / GENT 1908 en rechts onderaan langs de rand, H.L",STAM (Gent),"Le Roy, Hippolyte",ontwerper,Gent,20ste eeuw,1908,1908,brons,,,,,mm,,,hoogte,,78,,aanwinst
9699,N.02017,aanwinst,"Gedenkpenning eerstesteenlegging van de Sint-Pietersabdijkerk, 1629","Vz.De buste van de apostel Petrus staat naar rechts met rondom, tussen een verhoogde cirkel en de buitenrand versierd met een draaiversiering, • ÆDIFICABO •ECCLESIAM • MEAM • + • SVPER • HANC • PETRAM Kz.Een vooraanzicht van de abdijkerk met eronder, • AN•MD•CXXIX en met rondom, tussen een verhoogde cirkel en de buitenrand versierd met een draaiversiering, • IOACHIM • ARSENIVS • ABB • S • PETRIIVXTA • GAND • IN • MONTE • BLAND",STAM (Gent),"Kavelinckx, JanJoris",ontwerper,Gent,17de eeuw,1629,1629,brons,,verguld,,,mm,,,diameter,,60.8,,aanwinst
